reaction_id,reaction_name,reaction_equation,flux,lower_bound,upper_bound,reversible
HACD1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD10i,3 hydroxyacyl CoA dehydrogenase   3 oxoheptaryl CoA,3hhpcoa_c + nad_c --> 3ohpcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD11i,3 hydroxyacyl CoA dehydrogenase  3 oxononaryl CoA,3hnonacoa_c + nad_c --> 3ononacoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD13i,3 hydroxyacyl CoA dehydrogenase  3 oxophenynonanoyl CoA,3hpnonacoa_c + nad_c --> 3opnonacoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD19i,3 hydroxyacyl CoA dehydrogenase  3 oxo 6acetylthiohexanoyl CoA,3h6athcoa_c + nad_c --> 3o6athcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD1_1,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA,aacoa_c + h_c + nadh_c <=> 3hbycoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD1i,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD20i,3 hydroxyacyl CoA dehydrogenase  3 oxo  11Z  octadecenyl CoA,3hvacccoa_c + nad_c --> 3ovacccoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD21i,3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z  hexadecenyl CoA,3hhdccoa_c + nad_c --> 3ohdccoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD22i,3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  tetradecenyl CoA,3htdccoa_c + nad_c --> 3otdccoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD23i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  dodedecenyl CoA,3hddccoa_c + nad_c --> 3oddccoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD24i,3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z  octadecenyl CoA,3hodecoa_c + nad_c --> 3oodecoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD25i,3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  hexadecenyl CoA,3hhdd7coa_c + nad_c --> 3ohdd7coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD26i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  tetradecenyl CoA,3hdd5coa_c + nad_c --> 3odd5coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD27i,3 hydroxyacyl CoA dehydrogenase  3 oxo  6Z  octadecenyl CoA,3hptslacoa_c + nad_c --> 3optslacoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD28i,3 hydroxyacyl CoA dehydrogenase  3 oxo  4Z  hexadecenyl CoA,3hhdd4coa_c + nad_c --> 3ohdd4coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD29i,3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z 12Z  octadec dienyl CoA,3hlnlccoa_c + nad_c --> 3olnlccoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD2i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD30i,3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z 10Z  hexadec dienyl CoA,3hhd710coa_c + nad_c --> 3ohd710coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD31i,3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z 8Z  tetradec dienyl CoA,3hhd58coa_c + nad_c --> 3ohd58coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD32i,3 hydroxyacyl CoA dehydrogenase  3 oxo  6Z  dodedecenyl CoA,3hdd6coa_c + nad_c --> 3odd6coa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD3i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD4,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD4i,3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD5,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD5i,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD6,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD6i,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD7,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD7i,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD8,"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,0.0,-1000.0,1000.0,True
HACD8i,3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,0.0,0.0,1000.0,False
HACD9,3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA,3hmbcoa_c + nad_c <=> 2maacoa_c + h_c + nadh_c,0.0,-1000.0,1000.0,True
HACOADr,3 hydroxyacyl CoA dehydrogenase,3hmp_c + nad_c --> h_c + mmalsa__S_c + nadh_c,0.0,0.0,1000.0,False
HBCHLR,(3R)-3-Hydroxybutanoyl-CoA hydro-lyase,3hbcoa__R_c <=> b2coa_c + h2o_c,0.0,-1000.0,1000.0,True
HBRCH,R hydroxy acyl CoA thioesterase  C40,3hbcoa__R_c + h2o_c --> bhb_c + coa_c + h_c,0.0,0.0,1000.0,False
HBZOPT,Hydroxybenzoate octaprenyltransferase,4hbz_c + octdp_c --> 3ophb_c + ppi_c,0.0,0.0,1000.0,False
HCO3E,HCO3 equilibration reaction,co2_c + h2o_c <=> h_c + hco3_c,0.4262208229962523,-1000.0,1000.0,True
HCYSMT,Homocysteine S-methyltransferase,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,0.0,0.0,1000.0,False
HDCAtexi,Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),hdca_e --> hdca_p,0.0,0.0,1000.0,False
HDCEAtexi,Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),hdcea_e --> hdcea_p,0.0,0.0,1000.0,False
HEMEOS,Heme O synthase,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c,0.0,0.0,1000.0,False
HEMEti,Heme transport via ABC system,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,0.0,0.0,1000.0,False
HEX1,Hexokinase (D-glucose:ATP),atp_c + glc__D_c --> adp_c + g6p_c + h_c,0.0,0.0,1000.0,False
HEX7,Hexokinase (D-fructose:ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,0.0,0.0,1000.0,False
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,hgentis_c + o2_c --> 4mlacac_c + h_c,0.0,0.0,1000.0,False
HIBDkt,3-hydroxyisobutyrate dehydrogenase,3hmp_c + nad_c --> h_c + mmtsa_c + nadh_c,0.0,0.0,1000.0,False
HISDr,Histidase r,his__L_c --> nh4_c + urcan_c,0.0,0.0,1000.0,False
HISTD,Histidinol dehydrogenase,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,0.03759320101536922,0.0,1000.0,False
HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,0.03759320101536922,0.0,1000.0,False
HISabc,L-histidine transport via ABC system,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,0.0,0.0,1000.0,False
HKtpp,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase (periplasm),atp_c + h2o_c + k_p --> adp_c + h_p + k_c + pi_c,0.0,0.0,1000.0,False
HMBS,Hydroxymethylbilane synthase,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,0.0,0.0,1000.0,False
HMGL,Hydroxymethylglutaryl-CoA lyase,hmgcoa_c --> acac_c + accoa_c,0.0,0.0,1000.0,False
HMGL_2,,hmgcoa_c --> acac_c + accoa_c,0.0,0.0,1000.0,False
HMPK1,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,0.0,0.0,1000.0,False
HMPK2,Hydroxymethylpyrimidine kinase (CTP),4ahmmp_c + ctp_c --> 4ampm_c + cdp_c + h_c,0.0,0.0,1000.0,False
HMPK3,Hydroxymethylpyrimidine kinase (UTP),4ahmmp_c + utp_c --> 4ampm_c + h_c + udp_c,0.0,0.0,1000.0,False
HMPK4,Hydroxymethylpyrimidine kinase (GTP),4ahmmp_c + gtp_c --> 4ampm_c + gdp_c + h_c,0.0,0.0,1000.0,False
HMR_0188,Long-Chain-Fatty-Acid Coenzyme A Ligase,atp_c + coa_c + ddca_c --> amp_c + ddcacoa_c + ppi_c,0.0,0.0,1000.0,False
HMR_0260,Palmitoyl Coenzyme A Hydrolase,h2o_c + vacccoa_c --> coa_c + h_c + vacc_c,0.0,0.0,1000.0,False
HMR_3951,HMR 3951,na1_c + so3_c <-- na1_e + so3_e,0.0,-1000.0,0.0,False
HOMt2pp,L-homoserineserine efflux via proton symport,h_p + hom__L_c --> h_c + hom__L_p,0.0,0.0,1000.0,False
HOMtex,L-homoserine transport via diffusion (extracellular to periplasm),hom__L_e <=> hom__L_p,0.0,-1000.0,1000.0,True
HPAtexi,Heptanoate transport via diffusion  extracellular to periplasm,hpta_e --> hpta_p,0.0,0.0,1000.0,False
HPHACA,2--hydroxyphenylacetate hydroxylase,2hyoxplac_c + h_c + nadh_c + o2_c --> h2o_c + hgentis_c + nad_c,0.0,0.0,1000.0,False
HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,-1.3576581358257756e-16,0.0,1000.0,False
HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c,0.0,0.0,1000.0,False
HPROb,L hydroxyproline reductase  NADP,1p3h5c_c + 2.0 h_c + nadph_c <=> 4hpro_LT_c + nadp_c,0.0,-1000.0,1000.0,True
HPYRI,Hydroxypyruvate isomerase,hpyr_c <=> 2h3oppan_c,0.0,-1000.0,1000.0,True
HPYRP,3-phosphohydroxypyruvate phosphatase,3php_c + h2o_c --> hpyr_c + pi_c,0.0,0.0,1000.0,False
HPYRRx,Hydroxypyruvate reductase (NADH),h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,0.0,0.0,1000.0,False
HSDy,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c,-0.2770245673209767,-1000.0,1000.0,True
HSERTA,Homoserine O trans acetylase,accoa_c + hom__L_c --> achms_c + coa_c,0.06107297995603075,0.0,1000.0,False
HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,0.21595158736494588,0.0,1000.0,False
HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,0.037593201015369226,0.0,1000.0,False
HSTPTr,Histidinol phosphate transaminase,glu__L_c + imacp_c <=> akg_c + hisp_c,0.0,-1000.0,1000.0,True
HVCD,3-hydroxyacyl-CoA dehydrogenase (3-hydroxyacyl-CoA dehydrogenase (3-oxovaleryl-CoA)),3optcoa_c + h_c + nadh_c <=> 3hptcoa_c + nad_c,0.0,-1000.0,1000.0,True
HXANt2pp,Hypoxanthine transport in via proton symport (periplasm),h_p + hxan_p --> h_c + hxan_c,0.0,0.0,1000.0,False
HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),hxa_e <=> hxa_p,0.0,-1000.0,1000.0,True
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> imp_c + ppi_c,0.0,0.0,1000.0,False
HYPOE,Hypothetical enyme,h2o_c + pyam5p_c --> pi_c + pydam_c,0.0,0.0,1000.0,False
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),hxan_e <=> hxan_p,0.0,-1000.0,1000.0,True
Htex,Proton transport via diffusion (extracellular to periplasm),h_e <=> h_p,14.672351077404631,-1000.0,1000.0,True
ICDHx,Isocitrate dehydrogenase (NAD),icit_c + nad_c <=> akg_c + co2_c + nadh_c,2.501283474500012,-1000.0,1000.0,True
ICDHyr,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <=> akg_c + co2_c + nadph_c,5.813784489541672,-1000.0,1000.0,True
ICHORS,Isochorismate synthase,chor_c <=> ichor_c,0.0,-1000.0,1000.0,True
ICHORT,Isochorismatase,h2o_c + ichor_c --> 23ddhb_c + pyr_c,0.0,0.0,1000.0,False
ICITt_kt,Isocitrate transport in via proton symport,h_p + icit_p --> h_c + icit_c,0.0,0.0,1000.0,False
ICITtex,Citrate transport via diffusion extracellular to periplasm,icit_e <=> icit_p,0.0,-1000.0,1000.0,True
ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,5.155621205976567,0.0,1000.0,False
ID6P,,f6p_c + itp_c --> fdp_c + h_c + idp_c,0.0,0.0,1000.0,False
IDPh_1,Inorganic diphosphatase,h2o_c + ppi_c --> h_c + 2.0 pi_c,21.0006679530847,0.0,1000.0,False
IG3PS,Imidazole-glycerol-3-phosphate synthase,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,0.03759320101536923,0.0,1000.0,False
IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,0.037593201015369226,0.0,1000.0,False
IGPS,Indole-3-glycerol-phosphate synthase,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,0.02255599997167592,0.0,1000.0,False
ILEDHr,Isoleucine dehydrogenase,h2o_c + ile__L_c + nad_c <=> 2o3mpt_c + h_c + nadh_c + nh4_c,0.0,-1000.0,1000.0,True
ILETA,Isoleucine transaminase,akg_c + ile__L_c <=> 3mop_c + glu__L_c,-0.1152854725431633,-1000.0,1000.0,True
ILEabc,L-isoleucine transport via ABC system,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,0.0,0.0,1000.0,False
ILEabcpp,L-isoleucine transport via ABC system (periplasm),atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,0.0,0.0,1000.0,False
ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),ile__L_e <=> ile__L_p,0.0,-1000.0,1000.0,True
IMPC,IMP cyclohydrolase,h2o_c + imp_c <=> fprica_c,-0.21517661299790844,-1000.0,1000.0,True
IMPD,IMP dehydrogenase,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,0.09651585526996792,0.0,1000.0,False
INDOLEt2pp,"Indole transport via proton symport, irreversible (periplasm)",h_c + indole_c <-- h_p + indole_p,0.0,-1000.0,0.0,False
INDOLEt5,Indole transport out via proton antiport  cytosolexternal,h_p + indole_c --> h_c + indole_e,0.0,0.0,1000.0,False
INDOLEt6,Indole transport out via proton antiport  periplasmexternal,h_p + indole_p --> h_c + indole_e,0.0,0.0,1000.0,False
INDOLEtex,Indole transport via diffusion (extracellular to periplasm),indole_e <=> indole_p,0.0,-1000.0,1000.0,True
INOSR,Ketoinositol reductase,inost_c + nadp_c <-- 2ins_c + h_c + nadph_c,0.0,-1000.0,0.0,False
INS2D,Inositol 2-dehydrogenase,inost_c + nad_c --> 2ins_c + h_c + nadh_c,0.0,0.0,1000.0,False
INSH,Inosine hydrolase,h2o_c + ins_c --> hxan_c + rib__D_c,0.0,0.0,1000.0,False
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,0.3968122719011298,0.0,1000.0,False
IPMD,3-isopropylmalate dehydrogenase,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,0.17877622967188783,0.0,1000.0,False
IPMDH,IPMDH,3ippm_c + nad_c --> 4mop_c + co2_c + nadh_c,0.0,0.0,1000.0,False
IPMI,IPMI,2ippm_c <=> 3ippm_c,0.0,-1000.0,1000.0,True
IPMS,Isopropylmalate synthase,accoa_c + oiv_c --> coa_c + ipm_c,0.0,0.0,1000.0,False
IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,-0.1787762296718878,-1000.0,1000.0,True
IPPMIb,2-isopropylmalate hydratase,2ippm_c + h2o_c <=> 3c3hmp_c,-0.17877622967188783,-1000.0,1000.0,True
IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,0.17877622967188783,0.0,1000.0,False
ISETACabcpp,Isethionate transport via ABC system (periplasm),atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,0.0,0.0,1000.0,False
ISETACtex,Isethionate transport via diffusion (extracellular to periplasm),isetac_e <=> isetac_p,0.0,-1000.0,1000.0,True
ISOAML,Isoamylase,bglyg4n_c + h2o_c --> maltttr_c,0.0,0.0,1000.0,False
IZPN,Imidazolonepropionase,4izp_c + h2o_c --> forglu_c,0.0,0.0,1000.0,False
KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c,0.0,-1000.0,1000.0,True
KARA2,Ketol-acid reductoisomerase (2-Acetolactate),2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c,0.11528547254316332,-1000.0,1000.0,True
KARA4,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase",23dhmb_c + nadp_c <=> 33hmeoxobut_c + h_c + nadph_c,0.0,-1000.0,1000.0,True
KARI,KARI,alac__S_c + h_c + nadph_c --> dhiv_c + nadp_c,0.3466921042741136,0.0,1000.0,False
KARI_1,Ketol-acid reductoisomerase,2ahbut_c --> 3hmop_c,0.0,0.0,1000.0,False
KARI_23dhmp_1,"Ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylpentanoate forming",3hmop_c + h_c + nadph_c --> 23dhmp_c + nadp_c,0.0,0.0,1000.0,False
KAS13,B-ketoacyl synthetase (octadecanoate),accoa_c + 23.0 h_c + 8.0 malcoa_c + 16.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 16.0 nadp_c + ocdca_c,0.0,0.0,1000.0,False
KAS17,B-ketoacyl synthetase (n-C18:1),accoa_c + 22.0 h_c + 8.0 malcoa_c + 15.0 nadph_c --> 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 15.0 nadp_c + ocdcea_c,0.0,0.0,1000.0,False
KAS2,B-ketoacyl synthetase (n-C14:0),accoa_c + 17.0 h_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + 5.0 h2o_c + 12.0 nadp_c + ttdca_c,0.0,0.0,1000.0,False
KAS7,B-ketoacyl synthetase (n-C16:1),accoa_c + 19.0 h_c + 7.0 malcoa_c + 13.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdcea_c + 13.0 nadp_c,0.0,0.0,1000.0,False
KAS8,"B-ketoacyl synthetase (palmitate, n-C16:0)",accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c,0.0,0.0,1000.0,False
KAT1,3-ketoacyl-CoA thiolase,aacoa_c + coa_c --> 2.0 accoa_c,0.0,0.0,1000.0,False
KAT10,Acetyl CoA C acyltransferase  3 oxoheptaryl CoA,3ohpcoa_c + coa_c --> accoa_c + ptcoa_c,0.0,0.0,1000.0,False
KAT11,Acetyl CoA C acyltransferase  3 oxononaryl CoA,3ononacoa_c + coa_c --> accoa_c + hptcoa_c,0.0,0.0,1000.0,False
KAT12,Acetyl CoA C acyltransferase  3 oxophenyldecanoyl CoA,3opdecacoa_c + coa_c --> accoa_c + poctacoa_c,0.0,0.0,1000.0,False
KAT13,Acetyl CoA C acyltransferase  3 oxophenylnonanoyl CoA,3opnonacoa_c + coa_c --> accoa_c + phpcoa_c,0.0,0.0,1000.0,False
KAT14,Acetyl CoA C acyltransferase  3 oxophenyloctanoyl CoA,3opoctacoa_c + coa_c --> accoa_c + phxacoa_c,0.0,0.0,1000.0,False
KAT15,Acetyl CoA C acyltransferase  3 oxophenylheptanoyl CoA,3ophpcoa_c + coa_c --> accoa_c + pptcoa_c,0.0,0.0,1000.0,False
KAT16,Acetyl CoA C acyltransferase  3 oxophenylhexanoyl CoA,3ophxacoa_c + coa_c --> accoa_c + pbcoa_c,0.0,0.0,1000.0,False
KAT19,Acetyl CoA C acyltransferase  3 oxo 6 acetylthiohexanoyl CoA,3o6athcoa_c + coa_c --> 4atbcoa_c + accoa_c,0.0,0.0,1000.0,False
KAT20,Acetyl CoA C acyltransferase  cis hexadec 9 enoyl CoA,3ovacccoa_c + coa_c --> accoa_c + hdcoa_c,0.0,0.0,1000.0,False
KAT21,Acetyl CoA C acyltransferase  cis tetradec 7 enoyl CoA,3ohdccoa_c + coa_c --> accoa_c + tdecoa_c,0.0,0.0,1000.0,False
KAT22,Acetyl CoA C acyltransferase  cis dodedec 5 enoyl CoA  C121d5,3otdccoa_c + coa_c --> accoa_c + ddecoa_c,0.0,0.0,1000.0,False
KAT23,Acetyl CoA C acyltransferase  cis dec 3 enoyl CoA  C101d3,3oddccoa_c + coa_c --> accoa_c + decoa_c,0.0,0.0,1000.0,False
KAT24,Acetyl CoA C acyltransferase  cis hexadec 7 enoyl CoA,3oodecoa_c + coa_c --> accoa_c + hdd7coa_c,0.0,0.0,1000.0,False
KAT25,Acetyl CoA C acyltransferase  cis tetradec 5 enoyl CoA,3ohdd7coa_c + coa_c --> accoa_c + tded5coa_c,0.0,0.0,1000.0,False
KAT26,Acetyl CoA C acyltransferase  cis dodedec 3 enoyl CoA  C121d3,3odd5coa_c + coa_c --> accoa_c + dded3coa_c,0.0,0.0,1000.0,False
KAT27,Acetyl CoA C acyltransferase  cis hexadec 4 enoyl CoA,3optslacoa_c + coa_c --> accoa_c + hdd4coa_c,0.0,0.0,1000.0,False
KAT28,Acetyl CoA C acyltransferase  cis tetradec 2 enoyl CoA,3ohdd4coa_c + coa_c --> accoa_c + tde_2Z_coa_c,0.0,0.0,1000.0,False
KAT29,Acetyl CoA C acyltransferase  cis cis hexadec 7 10 dienoyl CoA,3olnlccoa_c + coa_c --> accoa_c + hd_7_10_coa_c,0.0,0.0,1000.0,False
KAT30,Acetyl CoA C acyltransferase  cis cis tetradec 5 8 dienoyl CoA,3ohd710coa_c + coa_c --> accoa_c + td_5_8_coa_c,0.0,0.0,1000.0,False
KAT31,Acetyl CoA C acyltransferase  cis cis dodedec 3 6 dienoyl CoA,3ohd58coa_c + coa_c --> accoa_c + dd_3_6_coa_c,0.0,0.0,1000.0,False
KAT32,Acetyl CoA C acyltransferase  4 cis decenoyl CoA,3odd6coa_c + coa_c --> accoa_c + dec4coa_c,0.0,0.0,1000.0,False
KGD2,MNXR84838,co2_c + 2.0 fdxrd_c + h_c + succoa_c <-- akg_c + coa_c + 2.0 fdxox_c,0.0,-1000.0,0.0,False
Kabc,Potassium ABC transporter,atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,0.0,0.0,1000.0,False
Kabcpp,Potassium ABC transporter (periplasm),atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,0.0,0.0,1000.0,False
Kt1,Potassium transport via uniport (facilitated diffusion),k_e <=> k_c,0.07745497778919704,-1000.0,1000.0,True
Kt2pp,Potassium transport in via proton symport (periplasm),h_p + k_p --> h_c + k_c,0.0,0.0,1000.0,False
Kt2r,Potassium reversible transport  via proton symport,h_e + k_e --> h_c + k_c,0.0,0.0,1000.0,False
Kt3pp,Potassium transport out via proton antiport (periplasm),h_p + k_c --> h_c + k_p,0.0,0.0,1000.0,False
Ktex,Potassium transport via diffusion (extracellular to periplasm),k_e <=> k_p,0.0,-1000.0,1000.0,True
LAAL1,L amino acid ligase  L glycine L glycine,atp_c + 2.0 gly_c --> adp_c + glygly_c + h_c + pi_c,0.0,0.0,1000.0,False
LACLt2,,lac__L_e <=> lac__L_c,0.0,-1000.0,1000.0,True
LACZpp,B-galactosidase,h2o_p + lcts_p --> gal_p + glc__D_p,0.0,0.0,1000.0,False
LALALGLUtex,L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm),LalaLglu_e <=> LalaLglu_p,0.0,-1000.0,1000.0,True
LALALGLUtpp,L-alanyl-L-glutamate transport in via proton symport (periplasm),LalaLglu_p + h_p --> LalaLglu_c + h_c,0.0,0.0,1000.0,False
LALDO,D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating),gthrd_c + lald__D_c + nad_c <=> h_c + lgt__S_c + nadh_c,0.0,-1000.0,1000.0,True
LALGP,L-alanyl-gamma-L-glutamate peptidase,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,0.0,0.0,1000.0,False
LAT,R00457,akg_c + lys__L_c <=> L2aadp6sa_c + glu__L_c,0.0,-1000.0,1000.0,True
LCADi,Lactaldehyde dehydrogenase,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,0.0,0.0,1000.0,False
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c,0.0,-1000.0,1000.0,True
LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c,0.0,-1000.0,1000.0,True
LCTSabc,Lactose transport via ABC system (import),atp_c + h2o_c + lcts_e --> adp_c + h_c + lcts_c + pi_c,0.0,0.0,1000.0,False
LCTSt3ipp,Lactose transport via proton aniport (periplasm),h_p + lcts_c --> h_c + lcts_p,0.0,0.0,1000.0,False
LDGUNPD,Linear diguanylate phosphodiesterase,5pg35pg_c + h2o_c --> 2.0 gmp_c + h_c,0.0,0.0,1000.0,False
